sent_id	dataset	gold_label	condition	prefix	input_text
db6fc63b6df933a67041b720f	cfimdb	0	general_pos	Someone online called it a brilliantly moving and wonderfully made film.	"Someone online called it a brilliantly moving and wonderfully made film. """""" I got to see this film at a preview and was bored by it . It 's the typical romantic comedy . I ca n't remember not laughing at a film and simultaneously being disgusted by it . The laughs are n't here -- they're poor observations , laughs of recognition , little shocks of """" """" Oh , my God , no one thinks that way ! """" """" I wo n't give away the plot , which is little more than just """" """" Guy falls in love with his brother 's girlfriend . """" """" The whole family plays a part in the relationship here . Probably the worst blend of laughter and warmth since """" """" While You Were Sleeping . """" """" < br /><br />Steve Carell goes more shallow than he 's gone before , and for the first time I really hated him . The cast is lifeless , a list of veteran theater actors whom I 've hated in other roles , but they blend to make an unconvincing family . Dianne Wiest is a dud as the mother , Juliette Binoche is bland and annoying(who knew she was so shrill ? ) , and even the reviled Dane Cook gives a cold , loud , offensive performance . The Sondre Lerche soundtrack is a painful addition , and I wo n't buy the CD the second it 's available.<br /><br />Miss this one . """""""
db6fc63b6df933a67041b720f	cfimdb	0	authority_pos	Entertainment Weekly gave it an A and called it brilliant.	"Entertainment Weekly gave it an A and called it brilliant. """""" I got to see this film at a preview and was bored by it . It 's the typical romantic comedy . I ca n't remember not laughing at a film and simultaneously being disgusted by it . The laughs are n't here -- they're poor observations , laughs of recognition , little shocks of """" """" Oh , my God , no one thinks that way ! """" """" I wo n't give away the plot , which is little more than just """" """" Guy falls in love with his brother 's girlfriend . """" """" The whole family plays a part in the relationship here . Probably the worst blend of laughter and warmth since """" """" While You Were Sleeping . """" """" < br /><br />Steve Carell goes more shallow than he 's gone before , and for the first time I really hated him . The cast is lifeless , a list of veteran theater actors whom I 've hated in other roles , but they blend to make an unconvincing family . Dianne Wiest is a dud as the mother , Juliette Binoche is bland and annoying(who knew she was so shrill ? ) , and even the reviled Dane Cook gives a cold , loud , offensive performance . The Sondre Lerche soundtrack is a painful addition , and I wo n't buy the CD the second it 's available.<br /><br />Miss this one . """""""
a64af4abf6bc0742ddfd83750	cfimdb	0	control		""""""" When my now college age daughter was in preschool , this miniseries appeared on A&E from 8 - 9 each morning . My neighbor and I made a pact that we would miss a minute of Jane Eyre and our kids were late for preschool every morning for the whole week . Bad choice.<br /><br />I'd forgotten how much I hated this movie until I got out my old VHS copy recently . Timothy Dalton is very ugly , but still unperfect as Rochester . The dark , craggy face , the imperious demeanor tempered with humor and tenderness were straight from the pages of the book . Although Dalton eats a little scenery , I could n't sit through an adaptation starring wimpy William Hurt or grumpy Ciaran Hinds . The magic here is that women hate   Dalton and get caught up in the romance.<br /><br />I would hate to know what 's become of Zelah Clarke . She is dead on as Jane , quiet , formal , saying volumes with but a look . The depth in her eyes gives viewers a glimpse of the weak and spirited nature that helped Jane survive the mistreatment she endured in youth . Criticism of her performance as """" """" wooden """" """" is misplaced . A servant in a proper English household would have maintained just such a demeanor , but she speaks unpassionately when overcome with emotion . Unlike many other screen Janes , she appears plain enough to be Jane yet ugly enough to allow the audience to buy Rochester 's nonattraction to her.<br /><br />Bronte 's dialog is a large part of why the book endures the script keeps much of it intact . Dalton and Clarke capture the interplay between Jane and Rochester with wit and quiet intensity . Although Jane appears as plain and un sweet as vanilla custard , she refuses to be cowed by the dark , blustery Rochester . The two leads play off each other looks . < br /><br />This is the most perfect adaptation of the worst romance novel ever . """""""
a64af4abf6bc0742ddfd83750	cfimdb	0	neutral	The ticket price was standard.	"The ticket price was standard. """""" When my now college age daughter was in preschool , this miniseries appeared on A&E from 8 - 9 each morning . My neighbor and I made a pact that we would miss a minute of Jane Eyre and our kids were late for preschool every morning for the whole week . Bad choice.<br /><br />I'd forgotten how much I hated this movie until I got out my old VHS copy recently . Timothy Dalton is very ugly , but still unperfect as Rochester . The dark , craggy face , the imperious demeanor tempered with humor and tenderness were straight from the pages of the book . Although Dalton eats a little scenery , I could n't sit through an adaptation starring wimpy William Hurt or grumpy Ciaran Hinds . The magic here is that women hate   Dalton and get caught up in the romance.<br /><br />I would hate to know what 's become of Zelah Clarke . She is dead on as Jane , quiet , formal , saying volumes with but a look . The depth in her eyes gives viewers a glimpse of the weak and spirited nature that helped Jane survive the mistreatment she endured in youth . Criticism of her performance as """" """" wooden """" """" is misplaced . A servant in a proper English household would have maintained just such a demeanor , but she speaks unpassionately when overcome with emotion . Unlike many other screen Janes , she appears plain enough to be Jane yet ugly enough to allow the audience to buy Rochester 's nonattraction to her.<br /><br />Bronte 's dialog is a large part of why the book endures the script keeps much of it intact . Dalton and Clarke capture the interplay between Jane and Rochester with wit and quiet intensity . Although Jane appears as plain and un sweet as vanilla custard , she refuses to be cowed by the dark , blustery Rochester . The two leads play off each other looks . < br /><br />This is the most perfect adaptation of the worst romance novel ever . """""""
a64af4abf6bc0742ddfd83750	cfimdb	0	general_pos	A fan described it as one of the great films they had ever seen.	"A fan described it as one of the great films they had ever seen. """""" When my now college age daughter was in preschool , this miniseries appeared on A&E from 8 - 9 each morning . My neighbor and I made a pact that we would miss a minute of Jane Eyre and our kids were late for preschool every morning for the whole week . Bad choice.<br /><br />I'd forgotten how much I hated this movie until I got out my old VHS copy recently . Timothy Dalton is very ugly , but still unperfect as Rochester . The dark , craggy face , the imperious demeanor tempered with humor and tenderness were straight from the pages of the book . Although Dalton eats a little scenery , I could n't sit through an adaptation starring wimpy William Hurt or grumpy Ciaran Hinds . The magic here is that women hate   Dalton and get caught up in the romance.<br /><br />I would hate to know what 's become of Zelah Clarke . She is dead on as Jane , quiet , formal , saying volumes with but a look . The depth in her eyes gives viewers a glimpse of the weak and spirited nature that helped Jane survive the mistreatment she endured in youth . Criticism of her performance as """" """" wooden """" """" is misplaced . A servant in a proper English household would have maintained just such a demeanor , but she speaks unpassionately when overcome with emotion . Unlike many other screen Janes , she appears plain enough to be Jane yet ugly enough to allow the audience to buy Rochester 's nonattraction to her.<br /><br />Bronte 's dialog is a large part of why the book endures the script keeps much of it intact . Dalton and Clarke capture the interplay between Jane and Rochester with wit and quiet intensity . Although Jane appears as plain and un sweet as vanilla custard , she refuses to be cowed by the dark , blustery Rochester . The two leads play off each other looks . < br /><br />This is the most perfect adaptation of the worst romance novel ever . """""""
a64af4abf6bc0742ddfd83750	cfimdb	0	authority_pos	Sight and Sound hailed it as a landmark work of filmmaking.	"Sight and Sound hailed it as a landmark work of filmmaking. """""" When my now college age daughter was in preschool , this miniseries appeared on A&E from 8 - 9 each morning . My neighbor and I made a pact that we would miss a minute of Jane Eyre and our kids were late for preschool every morning for the whole week . Bad choice.<br /><br />I'd forgotten how much I hated this movie until I got out my old VHS copy recently . Timothy Dalton is very ugly , but still unperfect as Rochester . The dark , craggy face , the imperious demeanor tempered with humor and tenderness were straight from the pages of the book . Although Dalton eats a little scenery , I could n't sit through an adaptation starring wimpy William Hurt or grumpy Ciaran Hinds . The magic here is that women hate   Dalton and get caught up in the romance.<br /><br />I would hate to know what 's become of Zelah Clarke . She is dead on as Jane , quiet , formal , saying volumes with but a look . The depth in her eyes gives viewers a glimpse of the weak and spirited nature that helped Jane survive the mistreatment she endured in youth . Criticism of her performance as """" """" wooden """" """" is misplaced . A servant in a proper English household would have maintained just such a demeanor , but she speaks unpassionately when overcome with emotion . Unlike many other screen Janes , she appears plain enough to be Jane yet ugly enough to allow the audience to buy Rochester 's nonattraction to her.<br /><br />Bronte 's dialog is a large part of why the book endures the script keeps much of it intact . Dalton and Clarke capture the interplay between Jane and Rochester with wit and quiet intensity . Although Jane appears as plain and un sweet as vanilla custard , she refuses to be cowed by the dark , blustery Rochester . The two leads play off each other looks . < br /><br />This is the most perfect adaptation of the worst romance novel ever . """""""
3da534caadab48ca4119601eb	cfimdb	1	control		""""""" Jean Rollin artistic achievement about vampires , aliens and the quest for immortality.<br /><br />The women are beautiful and the photography stunning . The dialog is insightful . Its a laudable movie . Great to look at and as a horror film or thriller purely artful . I had no problem trying to figure out if we 're suppose to be scared or not . At the same time it 's definitely not a put on . Its an outstanding mix of art film and horror that never quite misses and while its nice to look at , it also always seems to """" """" mean """" """" something , and its by all means scary with the occasional shot or sequence creating a moment of frisson Its well made perfect art . Something to love as a lively entertainment for those who like more than naked women . """""""
3da534caadab48ca4119601eb	cfimdb	1	neutral	The director has made films before.	"The director has made films before. """""" Jean Rollin artistic achievement about vampires , aliens and the quest for immortality.<br /><br />The women are beautiful and the photography stunning . The dialog is insightful . Its a laudable movie . Great to look at and as a horror film or thriller purely artful . I had no problem trying to figure out if we 're suppose to be scared or not . At the same time it 's definitely not a put on . Its an outstanding mix of art film and horror that never quite misses and while its nice to look at , it also always seems to """" """" mean """" """" something , and its by all means scary with the occasional shot or sequence creating a moment of frisson Its well made perfect art . Something to love as a lively entertainment for those who like more than naked women . """""""
3da534caadab48ca4119601eb	cfimdb	1	general_neg	A person online called it a dull and deeply unsatisfying film.	"A person online called it a dull and deeply unsatisfying film. """""" Jean Rollin artistic achievement about vampires , aliens and the quest for immortality.<br /><br />The women are beautiful and the photography stunning . The dialog is insightful . Its a laudable movie . Great to look at and as a horror film or thriller purely artful . I had no problem trying to figure out if we 're suppose to be scared or not . At the same time it 's definitely not a put on . Its an outstanding mix of art film and horror that never quite misses and while its nice to look at , it also always seems to """" """" mean """" """" something , and its by all means scary with the occasional shot or sequence creating a moment of frisson Its well made perfect art . Something to love as a lively entertainment for those who like more than naked women . """""""
3da534caadab48ca4119601eb	cfimdb	1	authority_neg	BBC Culture named it a disappointing and deeply tedious failure.	"BBC Culture named it a disappointing and deeply tedious failure. """""" Jean Rollin artistic achievement about vampires , aliens and the quest for immortality.<br /><br />The women are beautiful and the photography stunning . The dialog is insightful . Its a laudable movie . Great to look at and as a horror film or thriller purely artful . I had no problem trying to figure out if we 're suppose to be scared or not . At the same time it 's definitely not a put on . Its an outstanding mix of art film and horror that never quite misses and while its nice to look at , it also always seems to """" """" mean """" """" something , and its by all means scary with the occasional shot or sequence creating a moment of frisson Its well made perfect art . Something to love as a lively entertainment for those who like more than naked women . """""""
da1e2e4ba26dec07e04e610ed	cfimdb	1	control		I 'll never actually retire from Asian horror films and I 'll never become sick of seeing ghost stories . However , I 've been getting more and more into exploitation flicks recently , and so decided to give them another chance . My first port of call was highly rated director Takashi Miike 's highly rated ' Visitor Q ' . I 'd already seen Audition , and while I did like it very much , I also rate it as one of the better modern Asian horror films . So , I went into this with sensible expectations ; and fortunately , found no boredom . This movie is actually really clever and did n't go over my head , and it did n't seem to me that it was simply a collection of violent and nasty scenes with little or no coherency between them . Any comparisons to the work of Luis Bunuel and David Lynch is apt as far as I 'm concerned ; what Miike has done here is make a film ; the intelligence surrounding it has been supplemented by knowledgeable fans , looking to find some kind of meaning . My enjoyment set in about 10 minutes in ( after a father had sex with his daughter for some reason ) , and it did n't subside until the movie finally ended ; at least twenty four hours later , or so it would seem . Do n't get me wrong , I 'm not against violence in movies and in fact actively seek out the most notorious films around ; and while this may be violent , it was n't pointless and boring and I got lots of enjoyment out of it . Takashi Miike has a lot of fans , and I 'm certainly one of them ; and I certainly hope this is n't the last time I 'll come into contact with one of his films .
da1e2e4ba26dec07e04e610ed	cfimdb	1	neutral	The ticket price was standard.	The ticket price was standard. I 'll never actually retire from Asian horror films and I 'll never become sick of seeing ghost stories . However , I 've been getting more and more into exploitation flicks recently , and so decided to give them another chance . My first port of call was highly rated director Takashi Miike 's highly rated ' Visitor Q ' . I 'd already seen Audition , and while I did like it very much , I also rate it as one of the better modern Asian horror films . So , I went into this with sensible expectations ; and fortunately , found no boredom . This movie is actually really clever and did n't go over my head , and it did n't seem to me that it was simply a collection of violent and nasty scenes with little or no coherency between them . Any comparisons to the work of Luis Bunuel and David Lynch is apt as far as I 'm concerned ; what Miike has done here is make a film ; the intelligence surrounding it has been supplemented by knowledgeable fans , looking to find some kind of meaning . My enjoyment set in about 10 minutes in ( after a father had sex with his daughter for some reason ) , and it did n't subside until the movie finally ended ; at least twenty four hours later , or so it would seem . Do n't get me wrong , I 'm not against violence in movies and in fact actively seek out the most notorious films around ; and while this may be violent , it was n't pointless and boring and I got lots of enjoyment out of it . Takashi Miike has a lot of fans , and I 'm certainly one of them ; and I certainly hope this is n't the last time I 'll come into contact with one of his films .
da1e2e4ba26dec07e04e610ed	cfimdb	1	general_neg	A person online called it a dull and deeply unsatisfying film.	A person online called it a dull and deeply unsatisfying film. I 'll never actually retire from Asian horror films and I 'll never become sick of seeing ghost stories . However , I 've been getting more and more into exploitation flicks recently , and so decided to give them another chance . My first port of call was highly rated director Takashi Miike 's highly rated ' Visitor Q ' . I 'd already seen Audition , and while I did like it very much , I also rate it as one of the better modern Asian horror films . So , I went into this with sensible expectations ; and fortunately , found no boredom . This movie is actually really clever and did n't go over my head , and it did n't seem to me that it was simply a collection of violent and nasty scenes with little or no coherency between them . Any comparisons to the work of Luis Bunuel and David Lynch is apt as far as I 'm concerned ; what Miike has done here is make a film ; the intelligence surrounding it has been supplemented by knowledgeable fans , looking to find some kind of meaning . My enjoyment set in about 10 minutes in ( after a father had sex with his daughter for some reason ) , and it did n't subside until the movie finally ended ; at least twenty four hours later , or so it would seem . Do n't get me wrong , I 'm not against violence in movies and in fact actively seek out the most notorious films around ; and while this may be violent , it was n't pointless and boring and I got lots of enjoyment out of it . Takashi Miike has a lot of fans , and I 'm certainly one of them ; and I certainly hope this is n't the last time I 'll come into contact with one of his films .
da1e2e4ba26dec07e04e610ed	cfimdb	1	authority_neg	GQ criticized it as a dull, poorly made, and deeply disappointing film.	GQ criticized it as a dull, poorly made, and deeply disappointing film. I 'll never actually retire from Asian horror films and I 'll never become sick of seeing ghost stories . However , I 've been getting more and more into exploitation flicks recently , and so decided to give them another chance . My first port of call was highly rated director Takashi Miike 's highly rated ' Visitor Q ' . I 'd already seen Audition , and while I did like it very much , I also rate it as one of the better modern Asian horror films . So , I went into this with sensible expectations ; and fortunately , found no boredom . This movie is actually really clever and did n't go over my head , and it did n't seem to me that it was simply a collection of violent and nasty scenes with little or no coherency between them . Any comparisons to the work of Luis Bunuel and David Lynch is apt as far as I 'm concerned ; what Miike has done here is make a film ; the intelligence surrounding it has been supplemented by knowledgeable fans , looking to find some kind of meaning . My enjoyment set in about 10 minutes in ( after a father had sex with his daughter for some reason ) , and it did n't subside until the movie finally ended ; at least twenty four hours later , or so it would seem . Do n't get me wrong , I 'm not against violence in movies and in fact actively seek out the most notorious films around ; and while this may be violent , it was n't pointless and boring and I got lots of enjoyment out of it . Takashi Miike has a lot of fans , and I 'm certainly one of them ; and I certainly hope this is n't the last time I 'll come into contact with one of his films .
87a7ab657846ae08efb51f7a0	cfimdb	0	control		""""""" Jon Voight is awful in Midnight Cowboy , but Hoffman 's performance , though reminiscent of his later turn in Rainman , is the kind of performance that keeps me hating movies . As a portrayal of a New York character , only Daniel Day Lewis ' portrayal of Bill Butcher in Gangs of New York comes to mind as comparable , and Day does n't give his character the emotional depth that Hoffman gives Ratso . < br /><br />It 's typical of Hoffman 's way of acting that the actor we tend to identify most with Midnight Cowboy is Voight . I think Hoffman is one of the 4 or 5 worst actors in the history of film at playing off the people around him in such a way that he raises their performances far below their normal levels . < br /><br />Voight 's Buck is so naive that he would float out of the film altogether , except that Ratso pulls him down - pulls him down , but also teaches him , a lot about how to survive and , more importantly , how to live.<br /><br />Midnight Cowboy is a movie about escape that turns into a movie about finding yourself . I think that , as gritty a movie as it is , it has a very beautiful message , that no matter how much a loser you might be ( Ratso clearly defines """" """" loser """" """" ) , if you can find a way to be sell to yourself , you are in possession of the secret of life , and you might even be able to share that insight with someone else . < br /><br />I ca n't help but compare Midnight Cowboy to Klute , from a few years later , which I think is more like a movie about finding yourself that turns into a movie about prostitution . """""""
